rank,name,country,category,sales,profits,assets,marketvalue
1069,KawasakiHeavyInds,Japan,Capitalgoods,10.49,0.11,9.63,1.74
1070,WWGrainger,UnitedStates,Capitalgoods,4.63,0.23,2.6,4.41
1071,MetalurgicaGerdau,Brazil,Materials,4.62,0.43,4.97,1
1072,IKB,Germany,Banking,3.66,0.1,39.59,2.24
1073,PKNOrlen,Poland,Oil&gasoperations,4.41,0.28,3.99,3.08
1074,AxisCapitalHoldings,Bermuda,Insurance,1.37,0.48,5.25,4.72
1075,Iberia,Spain,Transportation,4.71,0.17,4.85,3.34
1076,AssociatedBanc-Corp,UnitedStates,Banking,0.98,0.23,15.25,3.26
1077,RadianGroup,UnitedStates,Insurance,1.38,0.39,6.45,4.32
1078,CDW,UnitedStates,Retailing,4.66,0.18,1.31,5.6
1079,OdakyuElectricRailway,Japan,Transportation,5.47,0.07,10.69,3.72
1080,StJudeMedical,UnitedStates,Healthcareequipment&services,1.93,0.34,2.56,12.77
1081,ProLogis,UnitedStates,Diversifiedfinancials,0.73,0.25,6.37,5.86
1082,Unibail,France,Diversifiedfinancials,0.79,0.35,6.11,4.73
1083,PhelpsDodge,UnitedStates,Materials,4.14,0.03,7.27,7.31
1084,FriedmanBillings,UnitedStates,Diversifiedfinancials,0.63,0.2,11.33,4.23
1085,HHG,UnitedKingdom,Insurance,5.68,NA,51.65,2.07
1086,Outokumpu,Finland,Materials,5.84,0.17,6.57,2.32
1087,Carlsberg,Denmark,Fooddrink&tobacco,5.03,0.14,6.51,2.74
1088,Ashland,UnitedStates,Oil&gasoperations,7.52,0.09,6.78,3.2
1089,AbitibiConsolidated,Canada,Materials,3.69,0.14,7.63,3.32
1090,ChinaMinshengBanking,China,Banking,0.87,0.11,29.17,4.65
1091,NTL,UnitedStates,Telecommunicationsservices,3.5,NA,10.59,5.94
1092,HyundaiMobis,SouthKorea,Consumerdurables,3.52,0.34,2.83,4.12
1093,PublicStorage,UnitedStates,Diversifiedfinancials,0.85,0.32,4.74,6.13
1094,Goodyear,UnitedStates,Consumerdurables,14.74,-1.44,14.6,1.53
1095,LizClaiborne,UnitedStates,Household&personalproducts,4.2,0.26,2.55,4.04
1096,Fluor,UnitedStates,Construction,8.91,0.16,3.29,3.31
1097,MTNGroup,SouthAfrica,Telecommunicationsservices,2.46,0.24,3.54,7.54
1098,Kerr-McGee,UnitedStates,Oil&gasoperations,4.18,-0.14,9.92,5.07
1099,EOGResources,UnitedStates,Oil&gasoperations,1.82,0.44,4.75,5.07
1100,CoventryHealthCare,UnitedStates,Healthcareequipment&services,4.54,0.25,1.98,3.79
1101,Transocean,CaymanIslands,Oil&gasoperations,2.43,0.02,11.66,9.26
1102,OPAP,Greece,Hotelsrestaurants&leisure,2.87,0.3,0.81,5.79
1103,Owens-Illinois,UnitedStates,Materials,5.97,0.13,10.24,1.66
1104,CommerceBancshs,UnitedStates,Banking,0.92,0.21,14.29,3.37
1105,TelekomAustria,Austria,Telecommunicationsservices,3.28,0.01,8.76,7.58
1106,Shinsegae,SouthKorea,Retailing,5.66,0.21,3.43,3.34
1107,MercantileBkshs,UnitedStates,Banking,0.77,0.2,13.7,3.54
1108,TCFFinancial,UnitedStates,Banking,1.06,0.22,11.32,3.67
1109,BancoBPI,Portugal,Diversifiedfinancials,2.01,0.15,26.96,2.95
1110,EMIGroup,UnitedKingdom,Media,3.44,0.36,3.04,3.85
1111,PICCProperty&Casualty,China,Insurance,4.45,0.03,8.63,5.09
1112,JanusCapitalGroup,UnitedStates,Diversifiedfinancials,0.99,0.95,4.33,3.84
1113,Suzuken,Japan,Healthcareequipment&services,8.97,0.14,5.27,2.42
1114,IFIL,Italy,Diversifiedfinancials,5.63,-0.39,8.51,3.96
1115,Hanwha,SouthKorea,Tradingcompanies,6.3,-0.17,31.88,0.36
1116,AmericanFinlGroup,UnitedStates,Insurance,3.43,0.14,19.86,2.05
1117,DardenRestaurants,UnitedStates,Hotelsrestaurants&leisure,4.81,0.22,2.81,3.66
1118,SamsungSouth,Korea,Tradingcompanies,34.77,0.06,9.5,1.52
1119,Goodrich,UnitedStates,Aerospace&defense,4.38,0.12,5.95,3.57
1120,RiteAid,UnitedStates,Retailing,16.34,0.02,6.34,2.94
1121,GeneralPropertyTrust,Australia,Diversifiedfinancials,0.46,0.32,5.79,4.6
1122,HealthManagement,UnitedStates,Healthcareequipment&services,2.71,0.3,3.34,5.48
1123,Chiron,UnitedStates,Drugs&biotechnology,1.72,0.23,4.2,9.6
1124,TRWAutomotiveHoldings,UnitedStates,Consumerdurables,11.04,-0.1,9.45,2.6
1125,Cez,CzechRepublic,Utilities,1.85,0.28,7.69,3.95
1126,BankCentralAsia,Indonesia,Banking,1.7,0.28,13.03,2.77
1127,HongKong&ChinaGas,HongKong/China,Utilities,0.88,0.4,2.59,9.37
1128,NittoDenko,Japan,Chemicals,3.2,0.16,3.15,8.08
1129,Amazon.com,UnitedStates,Retailing,5.26,0.04,2.16,18.71
1130,IngramMicro,UnitedStates,Technologyhardware&equipment,21.74,0.09,4.87,2.54
1131,Kasikornbank,Thailand,Banking,1.02,0.16,17.64,3.48
1132,SeibuRailway,Japan,Transportation,3.55,0.01,9.88,5.52
1133,TurkiyeGarantiBankasi,Turkey,Banking,3.87,0.03,21.81,3.03
1134,Apollo-EducationGroup,UnitedStates,Businessservices&supplies,1.44,0.27,1.54,13.63
1135,RogersCommunications,Canada,Telecommunicationsservices,3.74,0.1,6.53,4.61
1136,Onex,Canada,Businessservices&supplies,14.41,-0.09,12.24,1.87
1137,Li&Fung,HongKong/China,Tradingcompanies,4.78,0.14,1.03,5.6
1138,ConcordEFS,UnitedStates,Businessservices&supplies,2.22,0.35,2.44,6.7
1139,Visteon,UnitedStates,Consumerdurables,17.66,-1.21,10.96,1.47
1140,RoyalNumico,Netherlands,Fooddrink&tobacco,4.17,0.14,3.69,5.31
1141,Quebecor,Canada,Media,7.64,0.1,10.83,1.34
1142,Moody`s,UnitedStates,Businessservices&supplies,1.17,0.35,0.79,9.68
1143,Turkcell,Turkey,Telecommunicationsservices,3.17,0.14,4.16,5.81
1144,iStarFinancial,UnitedStates,Diversifiedfinancials,0.55,0.29,6.51,4.19
1145,Intuit,UnitedStates,Software&services,1.68,0.34,2.6,9.61
1146,LinearTechnology,UnitedStates,Semiconductors,0.68,0.27,2.14,13.19
1147,NVR,UnitedStates,Construction,3.68,0.42,1.36,3.13
1148,BancaPopolarediMilano,Italy,Banking,2.13,0.13,34.03,2.56
1149,IMSHealth,UnitedStates,Healthcareequipment&services,1.38,0.63,1.48,6.37
1150,CommerceAssetHolding,Malaysia,Banking,1.25,0.15,24,3.13
1151,KmartHolding,UnitedStates,Retailing,25.8,-1.99,6.12,2.58
1152,GrupoFinancieroBanorte,Mexico,Banking,2.46,0.2,18.94,1.92
1153,NaborsIndustries,Bermuda,Oil&gasoperations,1.88,0.19,5.59,6.89
1154,RossStores,UnitedStates,Retailing,3.79,0.21,1.56,4.55
1155,Publishing&Broadcasting,Australia,Media,1.8,0.26,4.65,6.46
1156,TokyoElectron,Japan,Semiconductors,3.9,-0.35,4.36,11.71
1157,CSRGroup,Australia,Construction,4.39,1.24,1.53,1.32
1158,Biomet,UnitedStates,Healthcareequipment&services,1.49,0.31,1.75,10.22
1159,ChinaDevelopmentFinl,Taiwan,Banking,0.51,0.19,7.56,5.29
1160,AlliantEnergy,UnitedStates,Utilities,2.9,0.19,7.61,2.87
1161,RenaissanceReHoldings,Bermuda,Insurance,1.37,0.62,4.71,3.58
1162,Smith&Nephew,UnitedKingdom,Healthcareequipment&services,2.11,0.26,2.22,9.05
1163,RockwellCollins,UnitedStates,Aerospace&defense,2.61,0.28,2.71,5.88
1164,GeorgeWimpey,UnitedKingdom,Construction,4.19,0.31,3.66,2.71
1165,Synthes-Stratec,Switzerland,Healthcareequipment&services,1.13,0.28,1.53,11.54
1166,CosmoOil,Japan,Oil&gasoperations,16.1,0.03,10.52,1.36
1167,UNY,Japan,Retailing,9.99,0.11,7.31,2.07
1168,Yamaha,Japan,Household&personalproducts,4.44,0.15,4.13,3.48
1169,TaiwanCellular,Taiwan,Telecommunicationsservices,1.69,0.43,4.42,4.38
1170,KimcoRealty,UnitedStates,Diversifiedfinancials,0.48,0.31,4.6,5.19
1171,Bunzl,UnitedKingdom,Materials,4.31,0.2,2.12,3.83
1172,Xstrata,UnitedKingdom,Materials,1.93,0.15,5.11,8.58
1173,BluescopeSteel,Australia,Materials,3.55,0.3,3.18,3.46
1174,ProtectiveLife,UnitedStates,Insurance,1.9,0.18,23.3,2.56
1175,FootLocker,UnitedStates,Retailing,4.66,0.19,2.7,3.62
1176,Xilinx,UnitedStates,Semiconductors,1.3,0.22,2.8,14.31
1177,Omnicare,UnitedStates,Healthcareequipment&services,3.5,0.19,3.4,4.61
1178,HypoRealEstateHolding,Germany,Diversifiedfinancials,0.87,0.02,183.47,3.97
1179,ShowaDenko,Japan,Chemicals,5.68,0.11,8.1,2.32
1180,MalaysiaIntlShipping,Malaysia,Transportation,1.43,0.35,3.88,5.82
1181,TaiheiyoCement,Japan,Construction,7.85,0.05,11.69,2.36
1182,NavistarIntl,UnitedStates,Consumerdurables,7.32,-0.02,6.9,3.3
1183,RepublicServices,UnitedStates,Businessservices&supplies,2.49,0.22,4.4,4.13
1184,Verbund-AustrianElectric,Austria,Utilities,2.18,0.16,7.27,4.28
1185,TaylorWoodrow,UnitedKingdom,Construction,3.56,0.25,4.08,2.88
1186,VulcanMaterials,UnitedStates,Construction,2.89,0.21,3.64,4.69
1187,mgtechnologies,Germany,Chemicals,8.54,-0.13,6.45,3.18
1188,Eiffage,France,Construction,7.19,0.13,6.31,1.84
1189,Sagem,France,Technologyhardware&equipment,4,0.15,2.98,5.21
1190,UST,UnitedStates,Fooddrink&tobacco,1.74,0.49,1.61,6.08
1191,WellChoice,UnitedStates,Healthcareequipment&services,5.38,0.2,3.04,3.04
1192,YueYuenIndustrial,HongKong/China,Household&personalproducts,2.53,0.31,2.58,4.73
1193,Tele2,Sweden,Telecommunicationsservices,3.6,0.03,5.26,7.76
1194,SimeDarby,Malaysia,Conglomerates,3.61,0.21,3.8,3.28
1195,Cintas,UnitedStates,Businessservices&supplies,2.14,0.26,2.69,7.49
1196,Wendy`sInternational,UnitedStates,Hotelsrestaurants&leisure,3.15,0.24,3.16,4.41
1197,Teijin,Japan,Chemicals,7.53,-0.18,8.72,2.67
1198,HormelFoods,UnitedStates,Fooddrink&tobacco,4.2,0.19,2.39,3.82
1199,CompalElectronics,Taiwan,Technologyhardware&equipment,3.38,0.23,2.72,4.07
1200,MediaTek,Taiwan,Semiconductors,0.85,0.35,0.88,7.08
1201,WoltersKluwer,Netherlands,Media,4.22,0.03,6.25,5.21
1202,Engelhard,UnitedStates,Chemicals,3.71,0.24,2.93,3.53
1203,Rexam,UnitedKingdom,Materials,4.97,-0.19,5.88,4.5
1204,ALFA,Mexico,Conglomerates,4.95,0.13,6.96,2.21
1205,Brown-Forman,UnitedStates,Fooddrink&tobacco,2.46,0.25,2.43,5.7
1206,NagoyaRailroad,Japan,Transportation,6.76,-0.4,10.62,2.51
1207,AdobeSystems,UnitedStates,Software&services,1.29,0.27,1.56,9.19
1208,CityNational,UnitedStates,Banking,0.75,0.19,13.02,2.96
1209,FirstFinancialHolding,Taiwan,Banking,1.53,-0.71,37.67,4.77
1210,TaishinFinancialHolding,Taiwan,Diversifiedfinancials,1.22,0.12,15.91,3.78
1211,GoldFields,SouthAfrica,Materials,1.86,0.4,2.57,6.55
1212,NCR,UnitedStates,Technologyhardware&equipment,5.6,0.06,5.5,4.31
1213,CanadianTire,Canada,Retailing,5.06,0.19,3.78,2.64
1214,ImpalaPlatinumHoldings,SouthAfrica,Materials,1.58,0.46,2.18,5.81
1215,NorskeSkogindustrier,Norway,Materials,3.39,0.17,6.49,2.55
1216,ConveriumHolding,Switzerland,Insurance,3.89,0.12,10.08,2.31
1217,WeatherfordIntl,Bermuda,Oil&gasoperations,2.45,0.13,4.93,5.73
1218,Rouse,UnitedStates,Diversifiedfinancials,1.13,0.2,6.42,4.44
1219,Tomen,Japan,Tradingcompanies,17.62,-0.57,7.99,1.12
1220,Nucor,UnitedStates,Materials,6.27,0.06,4.49,4.78
1221,ArvinMeritor,UnitedStates,Consumerdurables,8.26,0.13,5.43,1.57
1222,FujiTelevisionNetwork,Japan,Media,3.63,0.13,3.93,4.82
1223,Hankyu,Japan,Transportation,4.04,-0.76,14.09,2.86
1224,MitsubishiMaterials,Japan,Materials,8.16,-0.23,11.71,2.15
1225,CMSEnergy,UnitedStates,Utilities,8.58,-1.01,12.31,1.43
1226,HuaNanFinancial,Taiwan,Diversifiedfinancials,1.55,-0.77,38.48,4.47
1227,FastRetailing,Japan,Retailing,2.65,0.18,1.88,6.7
1228,Rheinmetall,Germany,Conglomerates,4.8,0.26,4.22,1.31
1229,Takashimaya,Japan,Retailing,10.03,0.03,6.8,2.59
1230,GaleriesLafayette,France,Retailing,6.96,0.09,9.51,2.13
1231,Italmobiliare,Italy,Construction,4.59,0.13,8.84,1.52
1232,Embraer,Brazil,Aerospace&defense,2.19,0.33,3.14,5.16
1233,AustralianGasLight,Australia,Utilities,2.61,0.2,4.23,3.93
1234,TeleNorteLeste,Brazil,Telecommunicationsservices,3.35,-0.12,7.46,5.46
1235,BJServices,UnitedStates,Oil&gasoperations,2.27,0.22,2.84,6.79
1236,KeskoGroup,Finland,Foodmarkets,8.89,0.2,3.47,1.77
1237,Noranda,Canada,Materials,3.86,-0.45,7.07,4.74
1238,GAIL(India),India,Utilities,2.39,0.35,3.14,4.25
1239,GlobalSantaFe,CaymanIslands,Oil&gasoperations,1.91,0.13,6.13,6.79
1240,Unitrin,UnitedStates,Insurance,2.94,0.12,8.54,2.95
1241,AluminumCorpofChina,China,Materials,2.03,0.17,3.85,8.17
1242,AdvancedMicro,UnitedStates,Semiconductors,3.52,-0.27,7.09,5.21
1243,ToyoSeikanKaisha,Japan,Materials,5.89,0.07,7.12,3.19
1244,NStar,UnitedStates,Utilities,2.91,0.2,6.09,2.6
1245,HyundaiHeavyIndustries,SouthKorea,Capitalgoods,7.47,-0.21,9.19,2.45
1246,LibertyInternational,UnitedKingdom,Diversifiedfinancials,0.65,0.14,9.29,4.21
1247,CharterCommun,UnitedStates,Media,4.79,-1.99,21.45,1.37
1248,Ishikawajima-Harima,Japan,Capitalgoods,8.62,-0.08,11.17,1.76
1249,MylanLabs,UnitedStates,Drugs&biotechnology,1.39,0.33,1.88,6.52
1250,Coca-ColaHBC,Greece,Fooddrink&tobacco,4.17,0.04,5.32,5.35
1251,FurukawaElectric,Japan,Capitalgoods,6.01,-0.96,9.91,2.52
1252,AssaAbloy,Sweden,Capitalgoods,2.93,0.15,3.78,5.2
1253,Avaya,UnitedStates,Technologyhardware&equipment,4.24,0.04,4.1,7.4
1254,Tate&LyleGroup,UnitedKingdom,Fooddrink&tobacco,4.36,0.21,3.82,2.53
1255,DaitoTrustConstruction,Japan,Construction,3.18,0.21,2.85,4.13
1256,Hoya,Japan,Technologyhardware&equipment,2.08,0.17,2.29,10.37
1257,ContinentalAirlines,UnitedStates,Transportation,8.87,0.04,10.65,0.97
1258,IsuzuMotors,Japan,Consumerdurables,11.42,-1.22,8.61,1.44
1259,Tele&DataSystems,UnitedStates,Telecommunicationsservices,3.35,0.02,9.45,4.08
1260,Invensys,UnitedKingdom,Capitalgoods,7.93,-2.28,6.5,2.75
1261,BankNegaraIndonesia,Indonesia,Banking,1.82,0.28,14.05,2.02
1262,EWScripps,UnitedStates,Media,1.79,0.25,2.88,8.05
1263,EastmanChemical,UnitedStates,Chemicals,5.8,-0.27,6.25,3.27
1264,Nexen,Canada,Oil&gasoperations,1.97,0.29,4.01,4.42
1265,ChibaBank,Japan,Banking,1.54,0.07,66.85,3.42
1266,RyderSystem,UnitedStates,Businessservices&supplies,4.8,0.14,5.28,2.32
1267,BiogenIdec,UnitedStates,Drugs&biotechnology,0.5,0.16,2.24,14.25
1268,Mirant,UnitedStates,Utilities,5.81,-4.45,14.16,0.2
1269,Avnet,UnitedStates,Technologyhardware&equipment,9.49,0.01,4.82,3
1270,AstraInternational,Indonesia,Consumerdurables,3.44,0.38,2.79,2.56
1271,CanaraBank,India,Banking,1.76,0.22,17.53,1.32
1272,Dynegy,UnitedStates,Oil&gasoperations,5.81,-0.47,13.84,1.62
1273,AllmericaFinancial,UnitedStates,Insurance,3.27,0.09,25.01,1.97
1274,KeioElectricRailway,Japan,Transportation,3.55,0.13,4.4,3.49
1275,Keyence,Japan,Technologyhardware&equipment,0.79,0.2,2.06,9.43
1276,JuliusBaerHolding,Switzerland,Diversifiedfinancials,1.07,0.13,8.99,4.22
1277,HuaXiaBank,China,Banking,0.76,0.1,21.02,3.46
1278,HostMarriott,UnitedStates,Diversifiedfinancials,3.6,-0.12,8.33,3.72
1279,DSTSystems,UnitedStates,Software&services,2.41,0.2,3.44,5.02
1280,HynixSemiconductor,SouthKorea,Semiconductors,3.96,-1.65,9.41,3.25
1281,Hochtief,Germany,Construction,12.61,0.05,7.51,1.85
1282,Pactiv,UnitedStates,Materials,3.14,0.2,3.71,3.41
1283,BankofGreece,Greece,Banking,0.58,0.15,36.74,1.42
1284,Mediolanum,Italy,Insurance,2.34,0.09,8.11,5.32
1285,NipponTVNetwork,Japan,Media,2.85,0.17,3.98,3.75
1286,PunjabNationalBank,India,Banking,1.91,0.2,18.54,1.63
1287,AdvancedInfoService,Thailand,Telecommunicationsservices,1.86,0.27,2.92,6.8
1288,SekisuiChemical,Japan,Construction,6.77,0.08,6.04,2.71
1289,KoreanAir,SouthKorea,Transportation,5.44,0.08,11.83,1.04
1290,PioneerNaturalRes,UnitedStates,Oil&gasoperations,1.3,0.4,3.95,3.68
1291,PlumCreekTimber,UnitedStates,Materials,1.19,0.19,4.39,5.48
1292,ThornburgMortgage,UnitedStates,Diversifiedfinancials,0.59,0.18,19.12,2.2
1293,Gecina,France,Diversifiedfinancials,0.31,0.14,7.55,4.45
1294,PMIGroup,UnitedStates,Insurance,0.89,0.29,4.79,3.47
1295,TollBrothers,UnitedStates,Construction,2.76,0.26,3.79,3.04
1296,BidvestGroup,SouthAfrica,Conglomerates,6.3,0.18,1.92,2.43
1297,KesaElectricals,UnitedKingdom,Retailing,5.64,0.16,2.81,2.72
1298,XTOEnergy,UnitedStates,Oil&gasoperations,1.19,0.29,3.61,5.22
1299,PetrolOfisi,Turkey,Oil&gasoperations,6.36,0.23,3.23,1.19
1300,HermesInternational,France,Household&personalproducts,1.3,0.23,1.64,7.57
1301,Omron,Japan,Businessservices&supplies,4.53,0,4.26,5.44
1302,JabilCircuit,UnitedStates,Technologyhardware&equipment,5.17,0.08,3.52,5.72
1303,LendLease,Australia,Diversifiedfinancials,6.35,-0.48,4.79,3.47
1304,Tupras-TurkiyePetrol,Turkey,Oil&gasoperations,7.76,0.17,3.01,2.26
1305,LGCorp,SouthKorea,Chemicals,4.15,0.11,7.48,2.33
1306,EssilorInternational,France,Healthcareequipment&services,2.25,0.19,2.27,6.17
1307,DukeRealty,UnitedStates,Diversifiedfinancials,0.74,0.18,5.55,4.43
1308,AUOptronics,Taiwan,Technologyhardware&equipment,2.18,0.17,3.67,5.91
1309,Brunswick,UnitedStates,Consumerdurables,4.13,0.14,3.6,3.41
1310,SmithInternational,UnitedStates,Oil&gasoperations,3.59,0.12,3.1,5.05
1311,ITC,India,Fooddrink&tobacco,1.3,0.29,1.8,5.81
1312,DoganHolding,Turkey,Capitalgoods,5.64,0.1,7.77,1.35
1313,Scor,France,Insurance,4.8,-0.48,14.96,1.7
1314,Acer,Taiwan,Technologyhardware&equipment,3.1,0.25,3.14,3.2
1315,Level3Commun,UnitedStates,Telecommunicationsservices,3.95,-0.72,8.29,3.25
1316,BarrattDevelopments,UnitedKingdom,Construction,3.59,0.34,3.16,2.38
1317,UniversalHealth,UnitedStates,Healthcareequipment&services,3.53,0.2,2.44,3.26
1318,Brisa,Portugal,Transportation,0.51,0.22,4.32,4.42
1319,HelvetiaPatria,Switzerland,Insurance,4.16,-0.26,18.88,1.01
1320,InfosysTechnologies,India,Businessservices&supplies,0.77,0.2,0.75,7.91
1321,BoiseCascade,UnitedStates,Materials,7.69,0.02,5.07,2.9
1322,KKPC-KoreaKumho,SouthKorea,Chemicals,6.51,-0.02,10.53,0.14
1323,BrinkerInternational,UnitedStates,Hotelsrestaurants&leisure,3.47,0.18,2.02,3.53
1324,ThaiAirwaysIntl,Thailand,Transportation,3.36,0.31,4.06,2.03
1325,BancaPopolarediLodi,Italy,Banking,2.45,0.03,37.74,2.48
1326,KeldaGroup,UnitedKingdom,Utilities,1.08,0.2,7.1,3.16
1327,AvalonbayCommunities,UnitedStates,Diversifiedfinancials,0.62,0.24,4.97,3.55
1328,WebsterFinancial,UnitedStates,Banking,0.89,0.16,14.57,2.38
1329,AmerUsGroup,UnitedStates,Insurance,1.68,0.16,21.54,1.47
1330,DainipponInk&Chems,Japan,Chemicals,8.14,0.02,8.55,1.67
1331,ChinaResourcesEnt,HongKong/China,Conglomerates,3.7,0.18,3.64,2.84
1332,IKONOfficeSolutions,UnitedStates,Businessservices&supplies,4.71,0.12,6.64,1.74
1333,AlpsElectric,Japan,Businessservices&supplies,5.09,0.15,4,2.3
1334,Imerys,France,Construction,3.01,0.15,3.8,3.59
1335,Nikon,Japan,Semiconductors,3.97,-0.07,4.73,4.85
1336,SmithfieldFoods,UnitedStates,Fooddrink&tobacco,7.99,0.07,5.01,2.76
1337,FunaiElectric,Japan,Consumerdurables,2.8,0.16,1.6,4.7
1338,RRDonnelley&Sons,UnitedStates,Media,4.75,0.13,3.19,3.31
1339,TRowePrice,UnitedStates,Diversifiedfinancials,0.99,0.23,1.55,6.54
1340,SkyFinancialGroup,UnitedStates,Banking,0.84,0.16,12.9,2.51
1341,DaiichiPharmaceutical,Japan,Drugs&biotechnology,2.72,0.11,4.22,4.79
1342,FranzColruyt,Belgium,Foodmarkets,3.42,0.15,1.38,3.96
1343,Wipro,India,Businessservices&supplies,0.9,0.18,0.88,8.38
1344,BankofIndia,India,Banking,1.59,0.18,16.16,0.72
1345,TriadHospitals,UnitedStates,Healthcareequipment&services,3.81,0.13,4.48,2.65
1346,Premcor,UnitedStates,Oil&gasoperations,8.8,0.12,3.72,2.26
1347,ArrowElectronics,UnitedStates,Technologyhardware&equipment,8.09,0.01,5.04,2.67
1348,Mitchells&Butlers,UnitedKingdom,Hotelsrestaurants&leisure,2.52,0.21,6.29,2.23
1349,AarealBank,Germany,Diversifiedfinancials,2.28,0.09,39.14,1.14
1350,SonaeSGPS,Portugal,Conglomerates,6.59,-0.06,8.18,2.2
1351,DiamondLease,Japan,Diversifiedfinancials,4.5,0.07,13.55,1.7
1352,EnterpriseInns,UnitedKingdom,Hotelsrestaurants&leisure,0.8,0.21,4.56,3.94
1353,Coca-ColaAmatil,Australia,Fooddrink&tobacco,2.53,0.15,4.33,3.62
1354,Coach,UnitedStates,Household&personalproducts,1.12,0.2,0.86,7.04
1355,CheckPoint,Israel,Software&services,0.43,0.24,1.71,5.82
1356,HillenbrandInds,UnitedStates,Healthcareequipment&services,2.04,0.14,5.41,4.33
1357,KLM,Netherlands,Transportation,7.06,-0.2,8.75,1
1358,BankofBaroda,India,Banking,1.61,0.18,16.48,1.62
1359,HachijuniBank,Japan,Banking,1.36,0.08,48.17,2.92
1360,Persimmon,UnitedKingdom,Construction,2.76,0.28,2.85,2.99
1361,FlagstarBancorp,UnitedStates,Banking,0.97,0.25,10.57,1.44
1362,AdolphCoors,UnitedStates,Fooddrink&tobacco,3.96,0.16,4.29,2.34
1363,Hasbro,UnitedStates,Household&personalproducts,3.01,0.16,3.25,3.81
1364,AkerKvaerner,Norway,Oil&gasoperations,6.3,0.13,4.31,0.91
1365,Clariant,Switzerland,Chemicals,6.39,-0.47,5.91,2.62
1366,DollarTreeStores,UnitedStates,Retailing,2.9,0.18,1.49,3.78
1367,BancaCarige,Italy,Banking,1.01,0.07,16.1,4.43
1368,BOKFinancial,UnitedStates,Banking,0.87,0.16,13.58,2.33
1369,SloughEstates,UnitedKingdom,Diversifiedfinancials,0.47,0.16,6.81,3.42
1370,Industrivarden,Sweden,Construction,0.57,0.5,2.55,3.45
1371,Celanese,Germany,Chemicals,4.54,0.12,5.81,2.07
1372,Hagemeyer,Netherlands,Tradingcompanies,8.76,0.14,3.39,1.19
1373,BanqueNatdeBelgique,Belgium,Banking,1.61,0.11,39.5,1.52
1374,ApartmentInvestment,UnitedStates,Diversifiedfinancials,1.53,0.13,10.18,3.1
1375,KLA-Tencor,UnitedStates,Semiconductors,1.27,0.14,3.07,10.67
1376,Oneok,UnitedStates,Utilities,2.71,0.23,5.55,1.82
1377,EspiritoSantoFinl,Luxembourg,Banking,2.6,-0.05,47.89,0.94
1378,GroupeBruxellesLambert,Belgium,Diversifiedfinancials,0.32,-0.25,7.96,7.86
1379,VendexKBB,Netherlands,Retailing,5.08,0.22,2.39,1.53
1380,HDFC-HousingDevel,India,Diversifiedfinancials,0.65,0.16,6.08,3.65
1381,CitizensCommun,UnitedStates,Telecommunicationsservices,2.55,0.09,7.7,3.51
1382,LyondellChemical,UnitedStates,Chemicals,3.8,-0.3,7.63,3.03
1383,NipponMeatPackers,Japan,Fooddrink&tobacco,7.7,0.04,5.07,2.55
1384,Altera,UnitedStates,Semiconductors,0.83,0.16,1.49,8.46
1385,Barnes&Noble,UnitedStates,Retailing,5.59,0.13,3.55,2.43
1386,SASGroup,Sweden,Transportation,7.48,-0.02,7.52,1.53
1387,JoyoBank,Japan,Banking,1.23,0.07,56.68,2.71
1388,ColonialBancGroup,UnitedStates,Banking,0.91,0.15,15.83,2.19
1389,Rhodia,France,Chemicals,6.95,0,7.87,0.82
1390,McCormick&Co,UnitedStates,Fooddrink&tobacco,2.27,0.21,2.15,4.21
1391,NipponShinpan,Japan,Diversifiedfinancials,2.62,0.01,41.78,0.96
1392,MaxisCommunications,Malaysia,Telecommunicationsservices,0.99,0.25,1.66,5.17
1393,SteelAuthorityofIndia,India,Materials,3.7,-0.1,4.94,4.31
1394,ValleyNatlBancorp,UnitedStates,Banking,0.61,0.15,9.87,2.66
1395,FujiElectric,Japan,Capitalgoods,7.04,0.03,7.73,1.55
1396,ThermoElectron,UnitedStates,Healthcareequipment&services,2.1,0.2,3.39,4.63
1397,CrownHoldings,UnitedStates,Materials,6.58,-0.25,8.02,1.53
1398,RankGroup,UnitedKingdom,Hotelsrestaurants&leisure,2.36,0.22,2.79,3.67
1399,WholeFoodsMarket,UnitedStates,Foodmarkets,3.34,0.12,1.28,4.51
1400,PeopleSoft,UnitedStates,Software&services,2.27,0.09,4.22,8.2
1401,HiroshimaBank,Japan,Banking,1.09,0.09,47.69,2.32
1402,HanwhaChemical,SouthKorea,Chemicals,2.84,0.03,28.78,0.95
1403,BankofFukuoka,Japan,Banking,1.35,0.07,58.63,2.63
1404,Technip,France,Oil&gasoperations,4.68,-0.03,5.44,3.07
1405,CarMax,UnitedStates,Retailing,4.26,0.11,0.99,3.55
1406,EnergizerHoldings,UnitedStates,Household&personalproducts,2.47,0.2,2.83,3.71
1407,Dillard`s,UnitedStates,Retailing,7.69,0.03,7.02,1.42
1408,WienerStadtische,Austria,Insurance,3.58,-0.02,11.71,2.39
1409,KumhoIndustrial,SouthKorea,Consumerdurables,5.42,-0.07,9.26,0.1
1410,PakistanTelecom,Pakistan,Telecommunicationsservices,1.23,0.41,2.35,3.5
1411,TechData,UnitedStates,Technologyhardware&equipment,16.5,-0.24,4,2.3
1412,AnnalyMortgageMgmt,UnitedStates,Diversifiedfinancials,0.34,0.18,12.99,1.94
